STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO
2014-04-21,2014-06-03,Normal,Normal,Normal,1.3333333333333333
2014-04-28,2014-06-10,Normal,Normal,Normal,1.3333333333333333
2014-05-05,2014-06-17,Normal,Normal,Normal,1.3333333333333333
2014-05-12,2014-06-24,Normal,Normal,Normal,1.3333333333333333
2014-05-19,2014-07-01,Normal,Normal,Normal,1.3333333333333333
2014-05-26,2014-07-08,Normal,Normal,Normal,1.3333333333333333
2014-06-02,2014-07-15,Normal,Normal,Normal,1.5
2014-06-09,2014-07-22,Normal,Normal,Normal,1.597633136094677
2014-06-16,2014-07-29,Normal,Normal,Normal,1.9230769230769231
2014-06-23,2014-08-05,Normal,Normal,Normal,11.384615384615385
2014-06-30,2014-08-12,Normal,Normal,Normal,20.76923076923077
2014-07-07,2014-08-19,Normal,Normal,Normal,20.76923076923077
2014-07-14,2014-08-26,Normal,Normal,Normal,16.875
2014-07-21,2014-09-02,Normal,Normal,Normal,16.875
2014-07-28,2014-09-09,Normal,Normal,Normal,16.875
2014-08-04,2014-09-16,Normal,Normal,Normal,10.8
2014-08-11,2014-09-23,Normal,Normal,Normal,1.4230769230769231
2014-08-18,2014-09-30,Normal,Normal,Normal,1.3214285714285714
2014-08-25,2014-10-07,Normal,Normal,Normal,1.2333333333333334
2014-09-01,2014-10-14,Normal,Normal,Normal,1.3214285714285714
2014-09-08,2014-10-21,Normal,Normal,Normal,1.25
2014-09-15,2014-10-28,Normal,Normal,Normal,1.25
2014-09-22,2014-11-04,Normal,Normal,Normal,1.25
2014-09-29,2014-11-11,Normal,Normal,Normal,1.4
2014-10-06,2014-11-18,Normal,Normal,Normal,1.4
2014-10-13,2014-11-25,Normal,Normal,Normal,1.5217391304347827
2014-10-20,2014-12-02,Normal,Normal,Normal,1.5909090909090908
2014-10-27,2014-12-09,Normal,Normal,Normal,1.5909090909090908
2014-11-03,2014-12-16,Normal,Normal,Normal,1.4545454545454546
2014-11-10,2014-12-23,Normal,Normal,Normal,1.5
2014-11-17,2014-12-30,Normal,Normal,Normal,1.5
2014-11-24,2015-01-06,Normal,Normal,Normal,1.6
2014-12-01,2015-01-13,Normal,Normal,Normal,1.6
2014-12-08,2015-01-20,Normal,Normal,Normal,1.7777777777777777
2014-12-15,2015-01-27,Normal,Normal,Normal,1.7777777777777777
2014-12-22,2015-02-03,Normal,Normal,Normal,1.7777777777777777
2014-12-29,2015-02-10,Normal,Normal,Normal,1.7777777777777777
2015-01-05,2015-02-17,Normal,Normal,Normal,1.6944444444444444
2015-01-12,2015-02-24,Normal,Normal,Normal,1.6666666666666667
2015-01-19,2015-03-03,Normal,Normal,Normal,1.6666666666666667
2015-01-26,2015-03-10,Normal,Normal,Normal,1.6666666666666667
2015-02-02,2015-03-17,Normal,Normal,Normal,1.6666666666666667
2015-02-09,2015-03-24,Normal,Normal,Normal,1.5
2015-02-16,2015-03-31,Normal,Normal,Normal,1.3636363636363635
2015-02-23,2015-04-07,Normal,Normal,Normal,1.3636363636363635
2015-03-02,2015-04-14,Normal,Normal,Normal,1.3333333333333333
2015-03-09,2015-04-21,Normal,Normal,Normal,1.28
2015-03-16,2015-04-28,Normal,Normal,Normal,1.28
2015-03-23,2015-05-05,Normal,Normal,Normal,1.28
2015-03-30,2015-05-12,Normal,Normal,Normal,1.4545454545454546
2015-04-06,2015-05-19,Normal,Normal,Normal,1.4545454545454546
2015-04-13,2015-05-26,Normal,Normal,Normal,1.2727272727272727
2015-04-20,2015-06-02,Normal,Normal,Normal,1.4
2015-04-27,2015-06-09,Normal,Normal,Normal,1.35
2015-05-04,2015-06-16,Normal,Normal,Normal,1.35
2015-05-11,2015-06-23,Normal,Normal,Normal,1.35
2015-05-18,2015-06-30,Normal,Normal,Normal,1.25
2015-05-25,2015-07-07,Normal,Normal,Normal,1.2
2015-06-01,2015-07-14,Normal,Normal,Normal,1.25
2015-06-08,2015-07-21,Normal,Normal,Normal,1.25
2015-06-15,2015-07-28,Normal,Normal,Normal,1.25
2015-06-22,2015-08-04,Normal,Normal,Normal,1.2727272727272727
2015-06-29,2015-08-11,Normal,Normal,Normal,1.5454545454545454
2015-07-06,2015-08-18,Normal,Normal,Normal,1.5909090909090908
2015-07-13,2015-08-25,Normal,Normal,Normal,1.4583333333333333
2015-07-20,2015-09-01,Normal,Normal,Normal,1.5909090909090908
2015-07-27,2015-09-08,Normal,Normal,Normal,1.5909090909090908
2015-08-03,2015-09-15,Normal,Normal,Normal,1.5909090909090908
2015-08-10,2015-09-22,Normal,Normal,Normal,1.5909090909090908
2015-08-17,2015-09-29,Normal,Normal,Normal,1.818181818181818
2015-08-24,2015-10-06,Normal,Normal,Normal,1.818181818181818
2015-08-31,2015-10-13,Normal,Normal,Normal,2.0454545454545454
2015-09-07,2015-10-20,Normal,Normal,Normal,2.0454545454545454
2015-09-14,2015-10-27,Normal,Normal,Normal,2.0
2015-09-21,2015-11-03,Normal,Normal,Normal,2.0
2015-09-28,2015-11-10,Normal,Normal,Normal,1.3142857142857145
2015-10-05,2015-11-17,Normal,Normal,Normal,1.3142857142857145
2015-10-12,2015-11-24,Normal,Normal,Normal,1.15
2015-10-19,2015-12-01,Normal,Normal,Normal,1.15
2015-10-26,2015-12-08,Normal,Normal,Normal,1.125
2015-11-02,2015-12-15,Normal,Normal,Normal,1.125
2015-11-09,2015-12-22,Normal,Normal,Normal,1.2857142857142858
2015-11-16,2015-12-29,Normal,Normal,Normal,1.6071428571428572
2015-11-23,2016-01-05,Normal,Normal,Normal,1.6071428571428572
2015-11-30,2016-01-12,Normal,Normal,Normal,2.25
2015-12-07,2016-01-19,Normal,Normal,Normal,2.4
2015-12-14,2016-01-26,Normal,Normal,Normal,2.6
2015-12-21,2016-02-02,Normal,Normal,Normal,2.6
2015-12-28,2016-02-09,Normal,Normal,Normal,2.6
2016-01-04,2016-02-16,Normal,Normal,Normal,2.6
2016-01-11,2016-02-23,Normal,Normal,Normal,2.888888888888889
2016-01-18,2016-03-01,Normal,Normal,Normal,2.888888888888889
2016-01-25,2016-03-08,Normal,Normal,Normal,2.7777777777777777
2016-02-01,2016-03-15,Normal,Normal,Normal,2.5
2016-02-08,2016-03-22,Normal,Normal,Normal,2.333333333333333
2016-02-15,2016-03-29,Normal,Normal,Normal,2.333333333333333
2016-02-22,2016-04-05,Normal,Normal,Normal,2.333333333333333
2016-02-29,2016-04-12,Normal,Normal,Normal,2.1
2016-03-07,2016-04-19,Normal,Normal,Normal,2.1
2016-03-14,2016-04-26,Normal,Normal,Normal,2.1
2016-03-21,2016-05-03,Normal,Normal,Normal,2.333333333333333
2016-03-28,2016-05-10,Normal,Normal,Normal,1.6666666666666667
2016-04-04,2016-05-17,Normal,Normal,Normal,1.3888888888888888
2016-04-11,2016-05-24,Normal,Normal,Normal,1.6666666666666667
2016-04-18,2016-05-31,Normal,Normal,Normal,2.083333333333333
2016-04-25,2016-06-07,Normal,Normal,Normal,1.8333333333333333
2016-05-02,2016-06-14,Normal,Normal,Normal,1.6666666666666667
2016-05-09,2016-06-21,Normal,Normal,Normal,1.6666666666666667
2016-05-16,2016-06-28,Normal,Normal,Normal,1.6666666666666667
2016-05-23,2016-07-05,Normal,Normal,Normal,1.6666666666666667
2016-05-30,2016-07-12,Normal,Normal,Normal,1.6666666666666667
2016-06-06,2016-07-19,Normal,Normal,Normal,1.6666666666666667
2016-06-13,2016-07-26,Normal,Normal,Normal,1.5
2016-06-20,2016-08-02,Normal,Normal,Normal,1.3333333333333333
2016-06-27,2016-08-09,Normal,Normal,Normal,1.3333333333333333
2016-07-04,2016-08-16,Normal,Normal,Normal,1.3333333333333333
2016-07-11,2016-08-23,Normal,Normal,Normal,10.0
2016-07-18,2016-08-30,Normal,Normal,Normal,10.0
2016-07-25,2016-09-06,Normal,Normal,Normal,10.0
2016-08-01,2016-09-13,Normal,Normal,Normal,10.0
2016-08-08,2016-09-20,Normal,Normal,Normal,10.0
2016-08-15,2016-09-27,Normal,Normal,Normal,10.0
2016-08-22,2016-10-04,Normal,Normal,Normal,2.142857142857143
2016-08-29,2016-10-11,Normal,Normal,Normal,2.5
2016-09-05,2016-10-18,Normal,Normal,Normal,2.5
2016-09-12,2016-10-25,Normal,Normal,Normal,2.5
2016-09-19,2016-11-01,Normal,Normal,Normal,2.5
2016-09-26,2016-11-08,Normal,Normal,Normal,2.5
2016-10-03,2016-11-15,Normal,Normal,Normal,1.5
2016-10-10,2016-11-22,Normal,Normal,Normal,1.2857142857142858
2016-10-17,2016-11-29,Normal,Normal,Normal,1.2857142857142858
2016-10-24,2016-12-06,Normal,Normal,Normal,1.2857142857142858
2016-10-31,2016-12-13,Normal,Normal,Normal,1.2857142857142858
2016-11-07,2016-12-20,Normal,Normal,Normal,1.2857142857142858
2016-11-14,2016-12-27,Normal,Normal,Normal,1.2857142857142858
2016-11-21,2017-01-03,Normal,Normal,Normal,1.2
2016-11-28,2017-01-10,Normal,Normal,Normal,1.2
2016-12-05,2017-01-17,Normal,Normal,Normal,1.3333333333333333
2016-12-12,2017-01-24,Normal,Normal,Normal,1.3333333333333333
2016-12-19,2017-01-31,Normal,Normal,Normal,1.6
2016-12-26,2017-02-07,Normal,Normal,Normal,1.6
2017-01-02,2017-02-14,Normal,Normal,Normal,1.6
2017-01-09,2017-02-21,Normal,Normal,Normal,1.6
2017-01-16,2017-02-28,Normal,Normal,Normal,1.6
2017-01-23,2017-03-07,Normal,Normal,Normal,1.6
2017-01-30,2017-03-14,Normal,Normal,Normal,1.7142857142857142
2017-02-06,2017-03-21,Normal,Normal,Normal,1.4285714285714286
2017-02-13,2017-03-28,Normal,Normal,Normal,1.4285714285714286
2017-02-20,2017-04-04,Normal,Normal,Normal,1.5384615384615383
2017-02-27,2017-04-11,Normal,Normal,Normal,1.5384615384615383
2017-03-06,2017-04-18,Normal,Normal,Normal,1.2307692307692308
2017-03-13,2017-04-25,Normal,Normal,Normal,1.2307692307692308
2017-03-20,2017-05-02,Normal,Normal,Normal,1.1538461538461535
2017-03-27,2017-05-09,Normal,Normal,Normal,1.1538461538461535
2017-04-03,2017-05-16,Normal,Normal,Normal,1.1538461538461535
2017-04-10,2017-05-23,Normal,Normal,Normal,1.25
2017-04-17,2017-05-30,Normal,Normal,Normal,1.25
2017-04-24,2017-06-06,Normal,Normal,Normal,1.1666666666666667
2017-05-01,2017-06-13,Normal,Normal,Normal,1.1666666666666667
2017-05-08,2017-06-20,Normal,Normal,Normal,1.1666666666666667
2017-05-15,2017-06-27,Normal,Normal,Normal,1.1666666666666667
2017-05-22,2017-07-04,Normal,Normal,Normal,1.1666666666666667
2017-05-29,2017-07-11,Normal,Normal,Normal,1.1666666666666667
2017-06-05,2017-07-18,Normal,Normal,Normal,1.4
2017-06-12,2017-07-25,Normal,Normal,Normal,1.5555555555555556
2017-06-19,2017-08-01,Normal,Normal,Normal,1.5555555555555556
2017-06-26,2017-08-08,Normal,Normal,Normal,1.5555555555555556
2017-07-03,2017-08-15,Normal,Normal,Normal,1.5555555555555556
2017-07-10,2017-08-22,Normal,Normal,Normal,1.5555555555555556
2017-07-17,2017-08-29,Normal,Normal,Normal,1.5555555555555556
2017-07-24,2017-09-05,Normal,Normal,Normal,1.5555555555555556
2017-07-31,2017-09-12,Normal,Normal,Normal,1.5555555555555556
2017-08-07,2017-09-19,Normal,Normal,Normal,1.5555555555555556
2017-08-14,2017-09-26,Normal,Normal,Normal,1.4
2017-08-21,2017-10-03,Normal,Normal,Normal,1.1666666666666667
2017-08-28,2017-10-10,Normal,Normal,Normal,1.1666666666666667
2017-09-04,2017-10-17,Normal,Normal,Normal,1.6666666666666667
2017-09-11,2017-10-24,Normal,Normal,Normal,2.333333333333333
2017-09-18,2017-10-31,Normal,Normal,Normal,2.9166666666666665
2017-09-25,2017-11-07,Normal,Normal,Normal,2.9166666666666665
2017-10-02,2017-11-14,Normal,Normal,Normal,3.1666666666666665
2017-10-09,2017-11-21,Normal,Normal,Normal,3.1666666666666665
2017-10-16,2017-11-28,Normal,Normal,Normal,1.9
2017-10-23,2017-12-05,Normal,Normal,Normal,1.7272727272727273
2017-10-30,2017-12-12,Normal,Normal,Normal,1.9
2017-11-06,2017-12-19,Normal,Normal,Normal,1.9
2017-11-13,2017-12-26,Normal,Normal,Normal,1.75
2017-11-20,2018-01-02,Normal,Normal,Normal,1.75
2017-11-27,2018-01-09,Normal,Normal,Normal,1.872
2017-12-04,2018-01-16,Normal,Normal,Normal,2.0
2017-12-11,2018-01-23,Normal,Normal,Normal,2.0
2017-12-18,2018-01-30,Normal,Normal,Normal,2.0
2017-12-25,2018-02-06,Normal,Normal,Normal,2.12
2018-01-01,2018-02-13,Normal,Normal,Normal,1.8928571428571428
2018-01-08,2018-02-20,Normal,Normal,Normal,1.5160183066361557
2018-01-15,2018-02-27,Normal,Normal,Normal,1.5142857142857142
2018-01-22,2018-03-06,Normal,Normal,Normal,1.325
2018-01-29,2018-03-13,Normal,Normal,Normal,1.325
2018-02-05,2018-03-20,Normal,Normal,Normal,1.325
2018-02-12,2018-03-27,Normal,Normal,Normal,1.0
2018-02-19,2018-04-03,Normal,Normal,Normal,1.0
2018-02-26,2018-04-10,Normal,Normal,Normal,1.0
2018-03-05,2018-04-17,Normal,Normal,Normal,1.0
2018-03-12,2018-04-24,Normal,Normal,Normal,1.0
2018-03-19,2018-05-01,Normal,Normal,Normal,1.0
2018-03-26,2018-05-08,Normal,Normal,Normal,1.0
2018-04-02,2018-05-15,Normal,Normal,Normal,1.0
2018-04-09,2018-05-22,Normal,Normal,Normal,1.0
2018-04-16,2018-05-29,Normal,Normal,Normal,1.0
2018-04-23,2018-06-05,Normal,Normal,Normal,1.0
2018-04-30,2018-06-12,Normal,Normal,Normal,1.0
2018-05-07,2018-06-19,Normal,Normal,Normal,1.0
2018-05-14,2018-06-26,Normal,Normal,Normal,1.0
2018-05-21,2018-07-03,Normal,Normal,Normal,1.0
2018-05-28,2018-07-10,Normal,Normal,Normal,1.0
2018-06-04,2018-07-17,Normal,Normal,Normal,1.0
2018-06-11,2018-07-24,Normal,Normal,Normal,1.0
2018-06-18,2018-07-31,Normal,Normal,Normal,1.0
2018-06-25,2018-08-07,Normal,Normal,Normal,1.0
2018-07-02,2018-08-14,Normal,Normal,Normal,1.0
2018-07-09,2018-08-21,Normal,Normal,Normal,1.0
2018-07-16,2018-08-28,Normal,Normal,Normal,1.0
2018-07-23,2018-09-04,Normal,Normal,Normal,1.0
2018-07-30,2018-09-11,Normal,Normal,Normal,1.0
2018-08-06,2018-09-18,Normal,Normal,Normal,1.0
2018-08-13,2018-09-25,Normal,Normal,Normal,1.0
2018-08-20,2018-10-02,Normal,Normal,Normal,1.0
2018-08-27,2018-10-09,Normal,Normal,Normal,1.0
2018-09-03,2018-10-16,Normal,Normal,Normal,1.0
2018-09-10,2018-10-23,Normal,Normal,Normal,1.0
2018-09-17,2018-10-30,Normal,Normal,Normal,1.0
2018-09-24,2018-11-06,Normal,Normal,Normal,1.0
2018-10-01,2018-11-13,Normal,Normal,Normal,1.0
2018-10-08,2018-11-20,Normal,Normal,Normal,1.0
2018-10-15,2018-11-27,Normal,Normal,Normal,1.0
2018-10-22,2018-12-04,Normal,Normal,Normal,1.0
2018-10-29,2018-12-11,Normal,Normal,Normal,1.0
2018-11-05,2018-12-18,Normal,Normal,Normal,1.0
2018-11-12,2018-12-25,Normal,Normal,Normal,1.0
2018-11-19,2019-01-01,Normal,Normal,Normal,1.0
2018-11-26,2019-01-08,Normal,Normal,Normal,1.0
2018-12-03,2019-01-15,Normal,Normal,Normal,1.0
2018-12-10,2019-01-22,Normal,Normal,Normal,1.0
2018-12-17,2019-01-29,Normal,Normal,Normal,1.0
2018-12-24,2019-02-05,Normal,Normal,Normal,1.0
2018-12-31,2019-02-12,Normal,Normal,Normal,1.0
2019-01-07,2019-02-19,Normal,Normal,Normal,1.0
2019-01-14,2019-02-26,Normal,Normal,Normal,1.0
2019-01-21,2019-03-05,Normal,Normal,Normal,1.0
2019-01-28,2019-03-12,Normal,Normal,Normal,1.0
2019-02-04,2019-03-19,Normal,Normal,Normal,1.0
2019-02-11,2019-03-26,Normal,Normal,Normal,1.0
2019-02-18,2019-04-02,Normal,Normal,Normal,3.8461538461538463
2019-02-25,2019-04-09,Normal,Normal,Normal,5.0
2019-03-04,2019-04-16,Normal,Normal,Normal,5.0
2019-03-11,2019-04-23,Normal,Normal,Normal,5.448916408668727
2019-03-18,2019-04-30,Normal,Normal,Normal,6.25
2019-03-25,2019-05-07,Normal,Normal,Normal,6.25
2019-04-01,2019-05-14,Normal,Normal,Normal,1.625
2019-04-08,2019-05-21,Normal,Normal,Normal,1.5
2019-04-15,2019-05-28,Normal,Normal,Normal,1.5
2019-04-22,2019-06-04,Normal,Normal,Normal,1.5
2019-04-29,2019-06-11,Normal,Normal,Normal,1.5
2019-05-06,2019-06-18,Normal,Normal,Normal,1.2
2019-05-13,2019-06-25,Normal,Normal,Normal,1.4
2019-05-20,2019-07-02,Normal,Normal,Normal,1.4
2019-05-27,2019-07-09,Normal,Normal,Normal,1.6
2019-06-03,2019-07-16,Normal,Normal,Normal,1.3333333333333333
2019-06-10,2019-07-23,Normal,Normal,Anomaly,1.3333333333333333
2019-06-17,2019-07-30,Normal,Normal,Anomaly,1.3333333333333333
2019-06-24,2019-08-06,Normal,Normal,Anomaly,1.3333333333333333
2019-07-01,2019-08-13,Normal,Normal,Anomaly,1.3333333333333333
2019-07-08,2019-08-20,Normal,Normal,Anomaly,1.25
2019-07-15,2019-08-27,Anomaly,Normal,Anomaly,1.6666666666666667
2019-07-22,2019-09-03,Anomaly,Normal,Anomaly,1.5384615384615383
2019-07-29,2019-09-10,Anomaly,Normal,Anomaly,1.5384615384615383
2019-08-05,2019-09-17,Anomaly,Normal,Anomaly,1.5384615384615383
2019-08-12,2019-09-24,Anomaly,Normal,Anomaly,1.3333333333333333
2019-08-19,2019-10-01,Anomaly,Normal,Anomaly,766.6666666666665
2019-08-26,2019-10-08,Anomaly,Normal,Anomaly,638.8888888888888
2019-09-02,2019-10-15,Anomaly,Normal,Anomaly,638.8888888888888
2019-09-09,2019-10-22,Anomaly,Anomaly,Anomaly,638.8888888888888
2019-09-16,2019-10-29,Anomaly,Anomaly,Anomaly,638.8888888888888
2019-09-23,2019-11-05,Anomaly,Anomaly,Anomaly,638.8888888888888
2019-09-30,2019-11-12,Anomaly,Anomaly,Anomaly,2.555555555555556
2019-10-07,2019-11-19,Anomaly,Anomaly,Anomaly,1.9137931040428064
2019-10-14,2019-11-26,Normal,Anomaly,Normal,1.65
2019-10-21,2019-12-03,Normal,Anomaly,Normal,1.8758169927378359
2019-10-28,2019-12-10,Normal,Anomaly,Normal,1.7058823529411764
2019-11-04,2019-12-17,Normal,Anomaly,Normal,1.3235294117647058
2019-11-11,2019-12-24,Normal,Anomaly,Normal,1.3235294117647058
2019-11-18,2019-12-31,Normal,Anomaly,Normal,1.1764705882352942
2019-11-25,2020-01-07,Normal,Anomaly,Normal,1.1764705882352942
2019-12-02,2020-01-14,Normal,Anomaly,Normal,1.0
2019-12-09,2020-01-21,Normal,Anomaly,Normal,1.0
2019-12-16,2020-01-28,Normal,Anomaly,Normal,1.0
2019-12-23,2020-02-04,Normal,Anomaly,Normal,1.2047244083948168
2019-12-30,2020-02-11,Normal,Anomaly,Normal,1.3076923076923077
2020-01-06,2020-02-18,Normal,Anomaly,Normal,1.3076923076923077
2020-01-13,2020-02-25,Normal,Anomaly,Normal,1.3076923076923077
2020-01-20,2020-03-03,Normal,Anomaly,Normal,1.3076923076923077
2020-01-27,2020-03-10,Normal,Anomaly,Normal,1.3076923076923077
2020-02-03,2020-03-17,Normal,Anomaly,Normal,1.2222222212725546
2020-02-10,2020-03-24,Normal,Anomaly,Normal,1.0
2020-02-17,2020-03-31,Normal,Anomaly,Normal,1.181818181818182
2020-02-24,2020-04-07,Normal,Anomaly,Normal,1.181818181818182
2020-03-02,2020-04-14,Normal,Anomaly,Normal,1.181818181818182
2020-03-09,2020-04-21,Normal,Anomaly,Normal,1.181818181818182
2020-03-16,2020-04-28,Normal,Anomaly,Normal,1.181818181818182
2020-03-23,2020-05-05,Normal,Anomaly,Normal,1.181818181818182
2020-03-30,2020-05-12,Normal,Anomaly,Normal,1.0
2020-04-06,2020-05-19,Normal,Anomaly,Normal,1.0
2020-04-13,2020-05-26,Normal,Anomaly,Normal,1.0
2020-04-20,2020-06-02,Normal,Anomaly,Normal,1.0
2020-04-27,2020-06-09,Normal,Anomaly,Normal,1.0
2020-05-04,2020-06-16,Normal,Normal,Normal,
2020-05-11,2020-06-23,Normal,Normal,Normal,
2020-05-18,2020-06-30,Normal,Normal,Normal,
2020-05-25,2020-07-07,Normal,Normal,Normal,
2020-06-01,2020-07-14,Normal,Normal,Normal,
2020-06-08,2020-07-21,Normal,Normal,Normal,
2020-06-15,2020-07-28,Normal,Normal,Normal,
2020-06-22,2020-08-04,Normal,Normal,Normal,
2020-06-29,2020-08-11,Normal,Normal,Normal,
2020-07-06,2020-08-18,Normal,Normal,Normal,
2020-07-13,2020-08-25,Normal,Normal,Normal,
2020-07-20,2020-09-01,Normal,Normal,Normal,
2020-07-27,2020-09-08,Normal,Normal,Normal,
2020-08-03,2020-09-15,Normal,Normal,Normal,
2020-08-10,2020-09-22,Normal,Normal,Normal,
2020-08-17,2020-09-29,Normal,Normal,Normal,
2020-08-24,2020-10-06,Normal,Normal,Normal,
2020-08-31,2020-10-13,Normal,Normal,Normal,
2020-09-07,2020-10-20,Normal,Normal,Normal,
2020-09-14,2020-10-27,Normal,Normal,Normal,
2020-09-21,2020-11-03,Normal,Normal,Normal,
